Код;КЧ;Наименование профессии;Наименование должности;Код категории;Код выпуска ЕТКС;Код по ОКЗ;autokey
17912;1;Резчик материалов кабельного производства;;19;7241;;classifierOkpdtr_17912
17914;0;Резчик металла на ножницах и прессах;;2;7217;;classifierOkpdtr_17914
17916;3;Резчик металлического натрия;;25;8225;;classifierOkpdtr_17916
17918;9;Резчик минералов;;10;7311;;classifierOkpdtr_17918
17920;6;Резчик мясопродуктов;;52;7411;;classifierOkpdtr_17920
17922;5;Резчик на микротоме;;60;7460;;classifierOkpdtr_17922
17925;9;Резчик на огне;;44;8132;;classifierOkpdtr_17925
17926;3;Резчик на отжимной машине;;41;8142;;classifierOkpdtr_17926
17928;2;Резчик на пилах, ножовках и станках;;2;7223;;classifierOkpdtr_17928
17930;6;Резчик неэмульсированных пленок;;34;8224;;classifierOkpdtr_17930
17932;9;Резчик нитей стержней;;40;8285;;classifierOkpdtr_17932
17934;8;Резчик пеноблоков;;44;8132;;classifierOkpdtr_17934
17936;7;Резчик пищевой продукции;;48;7411;;classifierOkpdtr_17936
17938;6;Резчик по дереву и бересте;;65;7331;;classifierOkpdtr_17938
17940;3;Резчик по камню;;65;7334;;classifierOkpdtr_17940
17942;2;Резчик по кости и рогу;;65;7334;;classifierOkpdtr_17942
17943;7;Резчик полуфабрикатов изделий медицинского назначения;;31;8221;;classifierOkpdtr_17943
17945;6;Резчик пробковых изделий;;37;8285;;classifierOkpdtr_17945
17947;5;Резчик пряжи;;47;7432;;classifierOkpdtr_17947
17949;4;Резчик радиокерамики и ферритов;;20;7242;;classifierOkpdtr_17949
17951;1;Резчик свеклы;;55;7412;;classifierOkpdtr_17951
17952;6;Резчик слюды;;43;7450;;classifierOkpdtr_17952
17954;5;Резчик стекла;;44;8132;;classifierOkpdtr_17954
17956;4;Резчик стекловолокнистых и стеклопластиковых материалов;;29;8228;;classifierOkpdtr_17956
17958;3;Резчик стеклоизделий;;44;8132;;classifierOkpdtr_17958
17960;0;Резчик сусальных металлов;;8;7214;;classifierOkpdtr_17960
17962;5;Резчик сырья;;31;8221;;classifierOkpdtr_17962
17964;9;Резчик теплоизоляционных и акустических изделий;;43;7450;;classifierOkpdtr_17964
17966;8;Резчик траншей;;4;7111;;classifierOkpdtr_17966
17968;7;Резчик труб и заготовок;;7;7223;;classifierOkpdtr_17968
17970;4;Резчик химического волокна;;28;8228;;classifierOkpdtr_17970
17972;3;Резчик холодного металла;;7;7417;;classifierOkpdtr_17972
17974;2;Резчик шлифовальной шкурки;;17;7270;;classifierOkpdtr_17974
17975;7;Резчик шпона и облицовочных материалов;;40;8141;;classifierOkpdtr_17975
17977;6;Резчик эластомеров и резины;;33;8284;;classifierOkpdtr_17977
17979;5;Резчик электроизоляционных материалов;;43;7450;;classifierOkpdtr_17979
17981;2;Резьбонарезчик деталей часов;;10;7311;;classifierOkpdtr_17981
17983;1;Резьбонарезчик на специальных станках;;2;7223;;classifierOkpdtr_17983
17985;0;Резьбофрезеровщик;;2;7223;;classifierOkpdtr_17985
17986;5;Резьбошлифовщик;;2;7224;;classifierOkpdtr_17986
17988;4;Реквизитор;;62;5410;;classifierOkpdtr_17988
17990;1;Рекуператорщик;;42;7450;;classifierOkpdtr_17990
17992;0;Рекуператорщик алмазов;;18;7270;;classifierOkpdtr_17992
17996;9;Ремонтировщик кожгалантерейных изделий;;48;7442;;classifierOkpdtr_17996
17998;8;Ремонтировщик обувных колодок;;48;7442;;classifierOkpdtr_17998
18000;6;Ремонтировщик плоскостных спортивных сооружений;;1;5330;;classifierOkpdtr_18000
18001;0;Ремонтировщик полимеризационного инвентаря;;32;8284;;classifierOkpdtr_18001
18003;1;Ремонтировщик резиновых изделий;;33;8284;;classifierOkpdtr_18003
18005;9;Ремонтировщик респираторов и противогазов;;1;5164;;classifierOkpdtr_18005
18007;8;Ремонтировщик сетеизделий;;47;7438;;classifierOkpdtr_18007
18012;9;Ремонтировщик шпуль;;47;7438;;classifierOkpdtr_18012
18013;3;Ремонтник искусственных сооружений;;56;7511;;classifierOkpdtr_18013
18014;8;Ремонтник технологической оснастки;;47;8269;;classifierOkpdtr_18014
18019;0;Ремюер;;55;8415;;classifierOkpdtr_18019
18021;8;Рентгенгониометрист;;20;8283;;classifierOkpdtr_18021
18023;7;Рентгеномеханик;;20;8283;;classifierOkpdtr_18023
18025;6;Реперщик;;5;7620;;classifierOkpdtr_18025
18027;5;Репульпаторщик;;8;8159;;classifierOkpdtr_18027
18031;1;Рессорщик на обработке горячего металла;;2;7214;;classifierOkpdtr_18031
18032;6;Реставратор архивных и библиотечных материалов;;61;5520;;classifierOkpdtr_18032
18033;0;Реставратор готовой продукции;;47;7432;;classifierOkpdtr_18033
18035;0;Реставратор декоративно-художественных покрасок;;61;5520;;classifierOkpdtr_18035
18036;4;Реставратор декоративных штукатурок и лепных изделий;;61;5520;;classifierOkpdtr_18036
18038;3;Реставратор духовых инструментов;;59;7312;;classifierOkpdtr_18038
18040;0;Реставратор клавишных инструментов;;63;7312;;classifierOkpdtr_18040
18042;7;Реставратор кровельных покрытий;;61;5520;;classifierOkpdtr_18042
18044;9;Реставратор металлических конструкций;;61;5520;;classifierOkpdtr_18044
18046;8;Реставратор памятников деревянного зодчества;;61;5520;;classifierOkpdtr_18046
18048;7;Реставратор памятников каменного зодчества;;61;5520;;classifierOkpdtr_18048
18050;4;Реставратор произведений из дерева;;61;5520;;classifierOkpdtr_18050
18052;3;Реставратор смычковых и щипковых инструментов;;59;7312;;classifierOkpdtr_18052
18054;2;Реставратор тканей, гобеленов и ковров;;61;5520;;classifierOkpdtr_18054
18056;1;Реставратор ударных инструментов;;63;7312;;classifierOkpdtr_18056
18058;0;Реставратор фильмовых материалов;;34;8224;;classifierOkpdtr_18058
18059;5;Реставратор фильмокопий;;62;5410;;classifierOkpdtr_18059
18061;2;Реставратор художественных изделий и декоративных предметов;;61;5520;;classifierOkpdtr_18061
18063;1;Реставратор язычковых инструментов;;63;7312;;classifierOkpdtr_18063
18065;0;Ретушер;;59;7324;;classifierOkpdtr_18065
18066;5;Ретушер;;69;5148;;classifierOkpdtr_18066
18068;4;Ретушер прецизионной фотолитографии;;20;8283;;classifierOkpdtr_18068
18070;1;Ретушер субтитров;;62;5410;;classifierOkpdtr_18070
18072;0;Рецептурщик;;55;5412;;classifierOkpdtr_18072
18074;6;Речной рабочий на подводно-технических, габионных и фашинных работах, выполняемых с поверхности;;3;7129;;classifierOkpdtr_18074
18075;4;Речной рабочий на эксплуатации и обслуживании несамоходных плавучих снарядов и других плавучих средств;;3;7129;;classifierOkpdtr_18075
18077;3;Рисовальщик светящимися красками;;10;7324;;classifierOkpdtr_18077
18079;2;Рисовальщик эмалями;;2;7350;;classifierOkpdtr_18079
18080;5;Рисовод;;70;6111;;classifierOkpdtr_18080
18081;2;Рифлевщик;;41;8143;;classifierOkpdtr_18081
18083;9;Рихтовщик игольно-платинных изделий;;11;7280;;classifierOkpdtr_18083
18085;8;Рихтовщик кузовов;;2;7231;;classifierOkpdtr_18085
18087;7;Рубщик проволоки;;14;7280;;classifierOkpdtr_18087
18089;6;Рубщик судовой;;23;7232;;classifierOkpdtr_18089
18091;3;Рулевой (кормщик);;56;8340;;classifierOkpdtr_18091
18093;2;Рыбак кефального хозяйства;;54;6152;;classifierOkpdtr_18093
18095;1;Рыбак прибрежного лова;;54;6152;;classifierOkpdtr_18095
18097;0;Рыбовод;;54;6151;;classifierOkpdtr_18097
18103;2;Садовник;;1;5330;;classifierOkpdtr_18103
18104;7;Садовод;;70;6113;;classifierOkpdtr_18104
18107;0;Садчик в печи и на туннельные вагоны;;7;8123;;classifierOkpdtr_18107
18109;4;Садчик камня в обжигательные печи;;42;7450;;classifierOkpdtr_18109
18111;7;Санитар ветеринарный;;70;5139;;classifierOkpdtr_18111
18112;1;Санитарка (мойщица);;1;9132;;classifierOkpdtr_18112
18114;0;Сатураторщик;;1;5149;;classifierOkpdtr_18114
18116;0;Сборщик;;40;8285;;classifierOkpdtr_18116
18118;9;Сборщик алмазных инструментов;;18;7270;;classifierOkpdtr_18118
18120;6;Сборщик асбестоцементных плит;;42;7450;;classifierOkpdtr_18120
18121;0;Сборщик асбометаллических листов;;38;7450;;classifierOkpdtr_18121
18123;7;Сборщик баллонов;;7;7233;;classifierOkpdtr_18123
18125;9;Сборщик безбандажных шин;;33;8284;;classifierOkpdtr_18125
18129;7;Сборщик браслетов и брекеров;;33;8284;;classifierOkpdtr_18129
18130;3;Сборщик бумажных изделий;;41;8286;;classifierOkpdtr_18130
18134;8;Сборщик влагопоглотителей;;44;9321;;classifierOkpdtr_18134
18136;7;Сборщик восстанавливаемых покрышек;;33;8284;;classifierOkpdtr_18136
18138;6;Сборщик выпрямителей;;20;7242;;classifierOkpdtr_18138
18140;3;Сборщик гальванических элементов и батарей;;19;7241;;classifierOkpdtr_18140
18142;2;Сборщик деревянных судов;;23;7232;;classifierOkpdtr_18142
18144;1;Сборщик деталей и изделий;;48;7442;;classifierOkpdtr_18144
18145;6;Сборщик-достройщик судовой;;23;7232;;classifierOkpdtr_18145
18147;5;Сборщик духовых инструментов;;63;7312;;classifierOkpdtr_18147
18150;7;Сборщик железобетонных конструкций;;42;7450;;classifierOkpdtr_18150
18152;6;Сборщик железобетонных судов;;23;7232;;classifierOkpdtr_18152
18155;6;Сборщик игрушек;;64;7450;;classifierOkpdtr_18155
18157;9;Сборщик изделий;;50;8286;;classifierOkpdtr_18157
18159;8;Сборщик изделий из дерева и папье-маше;;65;7313;;classifierOkpdtr_18159
18161;5;Сборщик изделий из древесины;;40;7422;;classifierOkpdtr_18161
18163;4;Сборщик изделий из кожи и меха;;65;7332;;classifierOkpdtr_18163
18165;3;Сборщик изделий из пластмасс;;27;8284;;classifierOkpdtr_18165
18167;2;Сборщик изделий из стеклопластиков;;22;7232;;classifierOkpdtr_18167
18169;1;Сборщик изделий из янтаря;;65;7334;;classifierOkpdtr_18169
18170;4;Сборщик изделий электронной техники;;20;7242;;classifierOkpdtr_18170
18171;9;Сборщик индикаторов;;20;7242;;classifierOkpdtr_18171
18172;3;Сборщик инъекционных игл;;16;7311;;classifierOkpdtr_18172
18174;2;Сборщик каркасов в производстве гипсобетонных панелей;;42;7450;;classifierOkpdtr_18174
18176;1;Сборщик кассет для малогабаритных магнитофонов;;34;8284;;classifierOkpdtr_18176
18178;0;Сборщик квантовых приборов;;20;7311;;classifierOkpdtr_18178
18180;8;Сборщик кварцевых держателей;;20;7242;;classifierOkpdtr_18180
18181;2;Сборщик-клейщик конструкций;;22;7232;;classifierOkpdtr_18181
18183;1;Сборщик-клепальщик;;22;7232;;classifierOkpdtr_18183
18185;0;Сборщик кожгалантерейных изделий;;48;7442;;classifierOkpdtr_18185
19222;9;Трафаретчик;;59;7345;;classifierOkpdtr_19222
18187;5;Сборщик корпусов металлических судов;;23;7232;;classifierOkpdtr_18187
18189;9;Сборщик лент;;29;9321;;classifierOkpdtr_18189
18193;5;Сборщик микросхем;;20;7242;;classifierOkpdtr_18193
18194;1;Сборщик мокрых отходов;;47;9350;;classifierOkpdtr_18194
18196;9;Сборщик-монтажник в производстве цветных кинескопов;;20;7242;;classifierOkpdtr_18196
18198;8;Сборщик-монтажник клавишных инструментов;;63;7312;;classifierOkpdtr_18198
18200;1;Сборщик-монтажник смычковых инструментов;;63;7312;;classifierOkpdtr_18200
18201;6;Сборщик-монтажник щипковых инструментов;;63;7312;;classifierOkpdtr_18201
18203;5;Сборщик музыкальных и озвученных игрушек;;64;7460;;classifierOkpdtr_18203
18205;4;Сборщик-настройщик магнитных систем;;20;7242;;classifierOkpdtr_18205
18207;3;Сборщик натуральных объектов;;60;7460;;classifierOkpdtr_18207
18211;3;Сборщик обмоток трансформаторов;;19;7241;;classifierOkpdtr_18211
18213;9;Сборщик обуви;;45;7442;;classifierOkpdtr_18213
18214;3;Сборщик-отдельщик катушек трансформаторов;;19;7241;;classifierOkpdtr_18214
18216;2;Сборщик очков;;16;7311;;classifierOkpdtr_18216
18218;1;Сборщик пакетов;;8;9321;;classifierOkpdtr_18218
18220;9;Сборщик пакетов конденсаторов;;19;7241;;classifierOkpdtr_18220
18222;8;Сборщик перевязочных материалов;;31;9321;;classifierOkpdtr_18222
18224;7;Сборщик пластин искусственной кожи;;35;7442;;classifierOkpdtr_18224
18226;6;Сборщик пластмассовых судов;;23;7232;;classifierOkpdtr_18226
18228;5;Сборщик плетеной мебели;;40;7424;;classifierOkpdtr_18228
